month,Bishan,Bukit Merah,Bukit Timah,Downtown,Geylang,Kallang,Marine Parade,Museum,Newton,Novena,Orchard,Outram,Queenstown,River Valley,Rochor,Singapore River,Southern Islands,Tanglin,Toa Payoh,Bedok,Changi,Pasir Ris,Paya Lebar,Tampines,Ang Mo Kio,Hougang,Punggol,Seletar,Sengkang,Serangoon,Mandai,Sembawang,Sungei Kadut,Woodlands,Yishun,Bukit Batok,Bukit Panjang,Choa Chu Kang,Clementi,Jurong East,Jurong West,Pioneer
2006-01,452.554043,319.5598159,978.3716181,416.7271201,404.8500966,376.6836557,530.2017727,834.2,1266.424717,611.0855954,1155.20425,324.3804763,372.7375037,1049.511426,394.3226496,720.9737226,s,1266.692271,335.0077649,442.5564278,393.6833013,505.7132957,262.4022727,419.288285,316.2687724,429.0475214,361.0736645,843.5151515,383.4523308,511.261452,640.9831145,398.9612586,748.2473118,394.8016331,351.0400518,378.14531,384.1097089,403.0923633,369.0259485,365.2611724,366.0525321,332.6157895
2006-02,432.6991788,288.7317352,953.1914004,403.4870075,383.8312136,358.9698752,533.9587207,793.8181818,1100.074514,674.4229935,973.3847981,295.8574804,344.2884661,986.6250442,363.411995,697.1228916,s,1173.552632,326.0623241,444.7880612,389.9518304,476.6311275,264.1696429,393.5219514,327.7177471,413.4259023,353.683471,841.8778626,384.824657,514.9410551,571.8161351,365.4533419,696.7945946,361.1654444,365.4115507,372.6191208,392.0037277,369.3639713,375.5603861,347.1013613,364.9646794,321.3874346
2006-03,464.6144208,291.542553,1003.20291,392.3519135,394.4608625,376.9961681,550.3666688,690.1454546,1181.397774,655.2241608,991.411215,317.6270486,342.6450128,979.4510975,385.1031845,682.7755887,2670.666667,1178.018109,331.3323693,463.5554079,394.7931035,484.1141334,305.8979592,420.9516703,355.1653154,425.9530396,353.1249423,822.2213741,352.6628792,546.0662982,617.9944444,374.7826805,721.8216216,377.1699455,399.3593086,386.9481033,399.9824458,386.5757028,383.6583055,354.993401,393.6469273,354.5287958
2006-04,492.855401,340.1641645,1097.198764,454.9266667,431.4526682,396.5413948,625.6956268,806.1454546,1389.602696,681.5556558,1277.331368,337.808854,393.4343879,1034.683765,460.4516472,729.5915017,3062,1425.422678,377.7393632,506.8078068,479.8806818,554.9688171,253.0521542,471.7255511,370.0768569,484.6345541,382.6666449,758.7142857,373.0603181,578.9058655,735.2576336,438.1798883,861.7675676,423.2171224,375.1224955,440.4873942,403.1703009,437.5050217,372.6890594,418.9792016,379.4297269,348.5340314
2006-05,521.3711196,339.8963627,1119.191962,492.2685571,454.8140543,427.7374783,586.8829995,1004.222222,1367.329162,752.2309445,1157.989511,355.8588775,397.6350884,1216.572052,444.9065585,878.5956938,2847,1421.344604,375.7603371,501.7880772,423.4037037,535.8157174,328.9547511,466.688236,371.862648,460.7549099,387.4532052,846.0763359,428.7824538,575.6902496,672.9372624,393.81545,762.4301075,420.6804815,420.4138824,410.4211245,440.4383371,438.1212304,423.9023415,377.5818731,423.8457397,360.8743456
2006-06,511.8409073,354.0936162,1072.420302,494.3557772,468.989095,433.9345133,653.7111473,840.6981132,1381.753233,736.2901815,1235.491145,371.5131346,407.0908213,1098.359986,448.0584518,778.0051498,1683.5,1364.184236,383.0113681,522.3920107,464.7402597,577.9072505,301.022173,490.6362049,384.2132688,501.1678225,419.3067374,749.1363636,418.706894,601.1640571,669.0564972,430.3497268,797.7046632,425.7030475,383.9394301,451.7683009,441.1984057,453.1524506,419.1966806,414.9510172,415.5172169,325.195
2006-07,499.0767915,349.247804,1043.563093,467.9314616,442.1921348,415.528971,581.6096812,826.6229508,1267.848748,696.5121937,1176.653207,352.8861896,402.410522,1137.904304,441.5013142,823.9439168,2173.8,1308.073881,364.480727,500.3142078,395.1967509,549.6735477,339.3348624,455.0330407,369.4079426,462.1306935,404.945232,785.5076923,420.2114454,565.0443599,636.8870057,419.7968411,748.7228261,409.8836995,413.5131327,408.2637186,422.9963062,434.5980824,418.5117042,401.0627982,414.4770649,351.9157895
2006-08,521.9839928,332.5155784,1072.47921,487.1661264,474.4101734,439.9752106,658.5457864,379.8731343,1398.893155,754.2579091,1278.899061,367.1659081,411.1257751,1047.086926,470.3311281,742.4750446,s,1326.167477,400.225986,535.0848507,450.278481,582.9822225,313.1757991,501.7931104,403.709619,501.7488826,418.9981341,833.8267717,434.7779545,608.9402438,733.869403,444.4076605,801.3169399,444.759486,417.5981966,471.6406097,457.7956364,461.1265289,419.4354349,434.6500429,424.829291,348.4684211
2006-09,518.343002,370.4300759,1113.454082,478.3495539,485.192687,439.2917147,652.4663849,490.7888199,1297.353476,731.8766396,1229.627521,381.5120456,420.6940229,1201.459255,453.8553525,847.4022321,782.5,1329.694688,386.5254588,533.1987055,441.5765766,558.0629041,266.3137698,483.4537087,378.6303612,494.9091745,418.7497429,830.9538462,453.496602,612.6426158,648.4981132,439.3822593,839.0437159,430.4118754,406.3079697,442.9847773,442.0166859,451.2249704,457.610132,412.4155918,438.1323833,369.4921466
2006-10,508.0508066,341.5444732,1109.734665,460.2303325,453.012554,421.2896375,605.234084,523.5988701,1361.776677,746.9599105,1119.71028,346.8402838,400.008832,1086.101175,446.5324653,749.6363636,853.4347826,1395.44768,377.5159064,514.9519417,447.7580071,557.6207536,320.9794521,465.1743274,388.4024537,474.963953,419.1823726,862.5813954,409.2527036,586.8588299,668.1723485,425.4138896,778.7891892,425.792366,396.6535572,438.0974997,432.979643,432.8294096,418.646243,424.3857912,408.6486596,340.5520833
2006-11,513.1873955,359.2185597,1086.858932,487.3801453,459.0622907,445.3155656,629.9255319,653.2261307,1324.282496,724.9093302,1211.967175,357.6212405,408.5437197,1169.26977,450.4814301,797.4183989,348.9193548,1364.741714,389.4283436,509.2630976,437.0424779,556.8592504,339.667426,471.2039898,371.3137517,494.1289872,418.4975398,829.1615385,428.9087126,612.2942959,668.3402256,429.9437787,832.6594595,436.7316959,414.9440374,432.0821299,433.3400325,462.920478,447.3781492,407.7425025,420.530622,361.5364583
2006-12,474.1946387,340.8157495,977.1520806,462.8569119,447.8601817,419.7043271,590.8449367,621.5603865,1234.360833,702.4619292,1038.762295,336.1300673,382.4075741,1093.455192,414.6816369,806.7798409,348.7234043,1227.277553,352.3718706,486.9378938,413.4620811,489.8530067,306.3707094,426.4631776,347.275833,446.8131983,382.0026697,795.6444444,426.8344513,525.8498514,615.1257036,403.9935058,689.6096257,390.8082097,388.9571695,384.9057032,425.5991807,409.3692771,407.7690903,351.8902275,404.6660578,354.1917098
2007-01,438.3182454,336.1634324,991.365729,440.1502843,409.7794798,379.7454206,561.7256042,644.1158798,1241.951704,619.2076901,1066.24942,320.1331816,383.5765455,989.6021732,423.9928819,639.3941125,321.196319,1285.774673,331.3796221,445.5426026,404.5813149,525.4942546,282.4724771,430.523382,324.9471604,432.2086865,380.9896484,822.1923077,359.6856706,526.5465326,608.3414634,412.0193211,714.5405405,389.0562419,340.989826,395.7701592,372.5381265,421.455278,363.518253,374.0757884,346.1317765,348.8125
2007-02,418.5558363,287.456933,925.6001562,373.7747968,390.4629046,364.8509156,510.6640016,558.6204082,1082.828167,626.0011665,916.6197674,289.4476769,335.4825643,914.6,363.1300588,656.4862385,371.8870057,1101.274386,331.7616955,441.0775611,369.5666667,453.3270842,287.6136364,395.5105345,315.9184923,383.1890849,315.1654041,779.4122137,370.4285334,478.7361433,637.3787879,347.3847332,745.6417112,349.4933351,361.437377,363.8912601,394.7813899,344.6632749,369.0667655,328.7456888,368.7250816,354.7708333
2007-03,452.1147783,289.753374,931.2745656,384.6561233,386.1923497,352.3877716,525.5011261,687.5582329,1104.505949,615.014375,905.7832569,290.4551192,330.7865841,931.72435,369.0565481,662.900476,333.0837696,1107.346342,316.4564188,445.8276749,339.9495798,473.7105479,326.0837104,393.7056652,339.4560513,407.7479513,345.8484962,823.2692308,361.116746,517.0630412,493.6093458,364.5094399,608.5851064,359.2364697,368.6443808,365.2843079,386.7815801,372.8407914,357.1585769,345.8746845,358.3023948,327.234375
2007-04,467.9257951,329.3620544,1067.601768,437.9059968,442.1160109,404.5722868,619.5245733,650.0304183,1334.616695,638.855494,1064.354765,318.2874335,391.8117893,986.7396825,451.9544431,661.8559759,635.3106796,1331.897436,366.0472293,508.838207,457.4122517,549.4758576,271.2938497,492.1332305,369.3626623,474.3006299,391.6204375,793.7286822,363.7875597,599.5341906,679.9775701,425.069689,813.7287234,432.1834677,372.7694148,432.4871966,388.3877995,427.3487421,365.7014951,402.3027934,373.3259707,332.0885417
2007-05,529.6485565,359.0029218,1066.870329,481.8765133,481.7393815,453.18836,638.8522019,915.1697417,1378.43114,790.563087,1167.414027,355.2298562,397.0254109,1221.584599,446.7322726,867.2389343,687.2088889,1388.505992,397.1427114,521.5529486,421.4858569,567.7304,335.5333333,468.0222625,388.5801344,478.3873211,422.7074679,968.0076923,461.688312,586.8585512,642.8370787,416.8056097,774.0797872,419.1997514,433.8469532,434.2399847,450.3407995,445.7737724,457.2076666,402.7088247,430.6256886,371.5364583
2007-06,526.8994969,373.1481005,1105.574677,472.1299756,487.8651061,458.0946807,652.1599255,770.9252669,1472.1067,727.4741113,1321.81621,365.2625245,422.7247362,1080.165904,502.3688042,784.5383621,1063.02521,1430.526512,395.1022867,544.6305609,504.1371238,596.2331009,321.4852608,504.5080668,398.7339755,512.0773419,442.3884053,861.4384615,425.7498678,624.8588608,698.6654135,457.3112715,857.4074074,449.1185024,414.8616225,464.1367929,449.2057433,462.3690689,419.3616963,433.8419984,426.1619264,362.6073298
2007-07,551.670268,379.0723795,1119.509738,502.08583,499.8119605,472.14056,672.0033314,932.9292929,1390.950543,804.7853695,1250.978335,380.4073191,424.6862209,1223.89993,472.5959212,911.4665523,1008.361446,1407.116143,403.2927479,538.8685776,438.490939,581.4079998,321.2623318,486.6883849,399.9463874,501.08559,447.1772316,812.8244275,478.1423462,627.2368173,643.0414313,441.6321567,743.2486773,434.1556939,438.5896073,451.9217605,466.1056646,460.0470594,462.5911519,411.740104,447.1243215,357.6632124
2007-08,524.0010444,357.9814222,1085.50446,494.2467533,496.4973027,455.5529338,670.4136983,746.2908012,1373.167005,757.4207526,1267.588235,370.1163836,409.5943017,1086.012585,473.0758335,850.6413556,1130.567766,1309.591077,405.1886876,534.1795579,445.2899506,562.8794223,333.1882086,475.5930149,396.237017,500.7522955,417.8981379,872.6976744,458.7272858,614.7383623,720.8707865,458.1621084,860.0752688,445.0723751,430.1903236,463.7785787,485.5976045,466.4865663,449.2328356,434.9468426,441.6790771,361.9371728
2007-09,487.2233092,370.822023,1023.255976,362.16,459.3107279,415.0287154,602.3253135,666.1375921,1292.608723,631.0460626,1128.924379,353.6491425,411.4702354,1060.457934,464.5801,765.4746701,1013.923913,1318.906839,365.268783,491.3841634,412.7725041,555.6658903,308.9325843,463.198866,355.7730285,476.0534372,406.6293694,873.1374046,388.4350679,577.3766553,663.0919118,448.6014762,743.3227513,416.8675523,375.580412,417.2695776,383.2889097,445.6228126,401.0174985,404.4877397,377.1068838,330.8534031
2007-10,474.8621971,325.0010492,1045.687636,311.9994751,443.0436171,415.3992941,613.0946621,562.3755556,1297.36172,711.0785723,1068.024803,329.6558943,378.0213632,959.5314196,438.6387453,743.4195624,1237.692593,1350.565255,364.1295542,502.1188146,437.1737705,541.7513175,298.430839,455.5707627,373.2517734,453.3289773,402.6848275,857.6821705,411.6328042,562.6139295,639.4048508,407.6964155,722.7037037,416.8595758,405.2098325,415.9170614,433.0125864,431.8043503,405.503448,383.759143,414.5267606,347.9005236
2007-11,517.3074571,363.5481982,1137.06648,355.2097977,493.1639763,460.1296981,645.7759964,676.2046414,1396.388924,764.5023658,1187.913093,363.2826577,424.5655137,1157.471072,474.5432627,845.2865723,1245.357401,1383.111569,394.6554176,523.4777139,458.212766,564.2182912,282.5302013,484.6211814,379.8545794,485.8168549,431.3611078,883.7209302,431.8029756,611.6519283,676.6574586,437.1602581,816.8989362,438.8340413,417.00783,449.8521187,455.9120356,448.514094,423.6298795,413.6329047,414.1580092,357.2879581
2007-12,463.3742419,336.6025167,956.3200715,372.6743929,438.6515109,414.5265214,572.6001272,588.3214286,1196.531816,717.1845843,1066.229546,329.6685013,375.1488046,1032.626913,415.7564124,802.7423392,1323.554007,1181.626446,336.1979795,468.3602032,394.7491857,481.5422142,294.0777778,412.4102951,347.870323,436.3739448,369.2880592,828.7923077,419.1353905,512.668101,544.4515539,421.8510119,720.8783069,381.2129963,391.6488207,382.3329928,417.9716499,388.7124539,430.6876139,355.5650588,403.3531701,369.947644
2008-01,423.9011983,336.8343519,988.0351307,350.6219989,410.33,371.4937721,516.6441931,568.2879377,1269.709083,581.3556471,1104.263217,312.2677588,365.9086154,926.9748726,393.4698855,656.1719223,1329.866197,1306.79741,328.3745442,423.9971831,386.596748,508.250465,290.0522727,408.652117,323.0007312,421.9117269,364.0542505,819.1461539,350.5624591,513.0275886,622.0484171,403.8423592,756.5531915,393.6825732,349.7430074,387.0379166,369.0232116,424.9878395,363.3640456,352.8294897,341.9477655,342.973822
2008-02,443.801619,292.6172968,974.1596619,349.1226204,415.2673525,374.2689808,554.8876161,549.1015038,1182.124789,650.9637475,1002.150453,284.2672426,344.52122,920.0529007,403.7742472,703.2623094,1174.189655,1148.101494,340.3991082,464.3233036,419.4901639,472.7486611,273.7466063,420.4967804,332.0222438,423.4279726,372.8796541,700.2551724,376.0002793,531.8022388,633.9307116,373.6201129,817.172043,391.7159523,369.3751735,407.0888423,401.5864067,369.2775615,374.526962,378.4410144,367.684547,345.3141361
2008-03,421.5471953,299.1772875,929.4016381,364.3776919,392.0807717,360.5212498,515.4882114,585.5859519,1178.544779,632.1971463,965.9079686,292.8016377,345.6238366,953.7075022,378.1920093,701.2021739,1300.4,1198.17136,317.6131138,426.7898246,352.3403909,464.1504914,265.0929705,381.0146765,321.3372686,399.3861741,336.3318749,606.6190476,346.543983,504.0062779,540.9981447,366.6861054,709.71123,361.3707152,350.4624712,359.5153848,374.9352699,364.6492927,357.3165537,329.0526806,349.8326909,340.6614583
2008-04,457.0389651,308.5760808,965.5263998,372.5125821,425.9604594,381.9286434,576.3187251,604.7851986,1255.881848,676.6817469,1096.760992,304.5914695,355.276859,965.0511522,401.8463435,717.9956766,1294.287625,1276.687047,348.694492,466.473896,426.1813726,536.7862937,276.5370787,448.8790528,351.4928119,446.3455872,385.3321754,668.6938776,378.7322146,551.8952765,640.0669145,398.7752774,715.643617,402.4369286,370.1658174,410.3946262,411.0202026,397.6310004,382.8799372,372.6127429,380.9381894,346.4583333
2008-05,517.7481444,355.8473774,1045.504965,419.3819068,505.7010275,448.1176521,616.7981935,749.7269565,1379.084529,757.5307692,1167.904279,357.1171376,396.2267255,1127.267014,460.7412805,892.1383348,1466.151815,1338.184853,379.2723454,519.762754,422.3147541,533.1397303,322.4272727,464.813832,394.695122,488.8349113,453.0282878,781.1232877,437.6828205,604.5664225,645.2662942,432.8841394,754.8235294,424.8100325,463.7790596,418.5361209,442.734781,455.9929766,429.1446566,381.8236314,420.281687,372.947644
2008-06,546.3205366,397.108831,1166.894561,510.9907959,512.2616871,458.574901,676.2215977,792.9561404,1516.567485,717.3082656,1311.805399,387.9248613,452.495045,1157.496855,511.3492777,865.7400347,1872.100977,1527.504186,409.175654,558.4672938,507.3615635,612.7070299,325.4766147,509.6686371,395.4391931,513.6554842,411.956727,826.4405594,416.4971373,627.8325143,732.3265306,478.5126566,889.106383,455.7306305,411.8534727,478.9400166,440.1700846,461.662795,433.278668,436.3220483,419.8800334,404.4554974
2008-07,495.0268977,366.5277548,1001.929987,458.3722281,480.2315757,430.7006331,606.1784151,696.3747811,1308.571586,731.1398166,1242.92221,352.4251318,402.6950634,982.5974094,448.3013785,714.501395,1589.558065,1233.188149,369.9332031,488.2391176,428.6993464,545.2195384,306.1096197,443.4115396,367.7788147,473.4410148,417.1140739,719.7430556,440.3378571,566.3340908,689.0839552,425.9068774,724.2698413,406.5697927,398.8406246,420.1362451,444.1322245,449.9995197,431.0751342,401.5769014,414.7237264,367.0157068
2008-08,491.2635077,326.5507206,979.673115,382.9512855,470.5724299,427.8457628,589.6753517,679.6201681,1257.623715,669.9404868,1135.551297,347.7753859,388.6141192,935.5988275,445.9101383,685.452081,1707.129231,1248.860639,367.0912555,474.7469316,444.730897,517.0529736,332.5136986,431.8178653,368.1437709,463.0419914,414.4283589,664.0877193,383.4563111,577.9413554,562.875,431.4846348,815.0106383,413.8157186,395.7232724,421.6375942,413.4461636,428.7177944,396.1337849,380.7314547,391.4828038,411.0628272
2008-09,475.0582975,350.3653893,1040.552713,368.1128049,471.5668275,401.2959161,585.4322632,719.9882747,1218.064809,688.838232,1041.62069,337.8840989,374.5777772,989.83428,430.1129726,708.130884,1765.205608,1277.822759,352.6714235,502.0301164,422.1142857,539.872239,298.6077098,463.8478355,370.5732336,456.0396274,388.1490005,889.8099174,424.9599883,573.4184615,595.0699816,418.1398943,663.6170213,410.891436,403.003409,415.5946804,430.2054755,416.6582821,398.868339,379.3736794,408.8133756,363.7447917
2008-10,485.5468213,359.748413,1022.2561,367.6240786,455.6697087,423.2481911,592.8116871,713.8537815,1317.231668,666.0899956,1127.330905,331.4169716,389.3297362,988.8971003,444.2383953,659.4312745,1737.156593,1312.498544,362.4300668,484.17526,441.1145663,534.4797182,302.7181818,452.3780583,366.2149875,477.0297021,413.5660971,924,416.2344088,580.9139882,655.4191177,429.9719392,818.5478723,414.8297118,390.044931,419.1211597,416.0405772,433.2750399,417.1498261,391.3858325,399.7077213,352.3854167
2008-11,506.5849123,349.0226579,1087.754604,374.4140338,503.5449731,450.522717,624.9604277,775.7333333,1364.204531,727.5904995,1139.637014,361.4668079,404.4325128,1058.890162,486.5843736,660.9673136,1603.09828,1380.738779,384.409599,506.5123198,467.1466227,544.7437025,320.196347,457.975968,365.175711,476.6956439,426.358024,795.990566,401.9384499,583.6086845,665.9296296,423.4690555,689.1578947,419.4706358,386.486909,430.6450598,439.7978828,460.1319908,433.9626209,406.6807947,394.5772749,412.7552083
2008-12,454.5466569,305.722287,948.6624754,319.5295145,441.6915338,393.9688967,536.9225745,666.138796,1191.531135,688.2574515,931.4453441,322.5634618,363.1296872,916.9740084,430.4473846,622.8364198,1204.956522,1152.961416,336.0722925,451.5567679,355.0399334,471.716106,287.3087248,398.3339137,351.5918408,428.9465383,371.2075483,912.4779412,382.4267094,535.5288901,556.8977695,382.2462191,692.8277512,377.3281492,390.7372033,390.7417142,413.3468605,385.8120374,390.264659,352.7359278,388.32785,374.0207254
2009-01,429.1663549,340.8675707,966.6454074,341.5394343,434.8671293,376.5585545,532.7138877,629.1073826,1218.280329,610.7587912,1073.170804,315.6770345,377.4517395,902.6974804,417.0540083,561.066133,1516.053763,1239.020713,335.4872055,436.0852785,433.1954397,483.0153373,251.5035129,406.6457807,325.9115004,424.5922809,370.2136899,620.8214286,357.6306256,525.0663136,653.3203704,411.9468895,762.1481482,387.5209025,352.3712681,379.6160072,365.3239055,402.666249,367.807598,364.0980125,363.1730509,319.9270833
2009-02,442.7003173,287.9962901,918.6268952,301.9830452,413.6060388,364.0108025,510.631445,646.6165541,1002.545415,643.9026913,835.5525025,295.5534146,335.9955358,849.5421986,390.7795045,589.2087683,1191.166324,1044.511654,328.8388665,437.6642543,356.5275974,442.7163071,303.9144254,374.5936014,333.1023024,406.5643332,344.697397,723.9663866,382.6907141,510.2095538,645.6464088,378.3029016,532.3004695,368.468302,370.3142468,377.0352766,398.579609,350.2130819,377.5480435,341.4527461,381.293029,390.546875
2009-03,433.2420708,296.3180088,905.832967,328.095207,408.7516958,354.525714,507.6423401,646.9885058,1134.713889,643.9001052,949.8515625,286.5893993,335.1633861,845.5949967,399.033517,592.8207237,1307.774257,1171.948571,326.8196444,433.9735549,352.2256186,476.3501583,267.9142157,394.7084662,333.1286714,413.393962,343.4201038,597.4851485,345.7087402,521.3794182,576.03663,361.9451641,651.7906977,360.0602545,352.5935016,370.6320668,383.1915414,382.8840251,360.3213145,330.1975915,358.2135855,331.859375
2009-04,470.946517,325.523806,1022.638314,385.4717663,447.6962136,398.0029167,584.7940297,566.5338235,1251.636036,636.423922,984.5480769,307.7796132,378.1194854,870.6694943,437.9756135,574.3405389,1616.300917,1261.53732,364.3546828,483.006092,408.092504,527.1274922,289.9751693,453.0904005,364.8881676,465.3579424,380.7480627,630.1395349,378.833752,579.3545026,708.0664207,416.9886462,728.3627907,413.3118132,380.3921624,424.4856974,396.1528474,422.6013257,374.7554604,383.4167623,384.0688422,367.3061225
2009-05,530.6039673,362.71609,1067.704415,442.9914922,521.2637873,450.9870059,625.1285324,696.3568465,1245.63824,742.2627785,1091.014272,356.9315738,405.8943377,1104.49494,482.0243566,722.2891107,1147.284107,1316.787026,374.351754,528.4608908,387.7883311,537.5190875,379.4589372,462.3460322,394.940414,490.2119339,436.8421696,722.6938776,453.7304896,606.3400742,630.4823748,439.3161175,665.8224299,424.455603,456.4456666,427.4983946,474.206158,424.0099891,464.9890038,393.6587915,442.8137881,301.6556604
